,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
5833,Assassin's Creed Identity,GAME,3.7,42529,92.0,"500,000+",Paid,1.99,Teen,Action,"November 23, 2016",2.8.2,4.1 and up
5834,Chenoweth AH,MEDICAL,5.0,1,27.0,100+,Free,0.0,Everyone,Medical,"April 3, 2017",300000.0.78,4.0.3 and up
5835,Cytus,GAME,4.7,541732,20.0,"5,000,000+",Free,0.0,Everyone,Music,"February 9, 2018",10.0.10,2.3 and up
5836,Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,"10,000,000+",Free,0.0,Everyone,Business,"May 30, 2017",1.2.6,3.0 and up
5837,CW Nuclear,BOOKS_AND_REFERENCE,3.3,15,12.0,"1,000+",Free,0.0,Everyone,Books & Reference,"November 17, 2017",1.2,4.0 and up
5838,Dragon Sim Online: Be A Dragon,FAMILY,4.6,111741,66.0,"5,000,000+",Free,0.0,Teen,Simulation,"February 27, 2018",5.4,4.0 and up
5840,B@dL!bs Lite,GAME,3.8,10,36.0,"1,000+",Free,0.0,Mature 17+,Word,"April 5, 2016",6,4.0.3 and up
5841,Web Browser for Android,COMMUNICATION,4.1,55098,4.3,"1,000,000+",Free,0.0,Everyone,Communication,"June 20, 2018",2.2,4.0 and up
5842,"Ruler(cm, inch)",TOOLS,3.4,2889,2.5,"500,000+",Free,0.0,Everyone,Tools,"July 27, 2016",1.1.0,2.3 and up
5843,DF-Server Mobile,PRODUCTIVITY,4.9,17,76.0,100+,Free,0.0,Everyone,Productivity,"June 7, 2016",1.0.0,4.4 and up
5844,AJ Gray Icon Pack,PERSONALIZATION,4.8,5,35.0,50+,Paid,0.99,Everyone,Personalization,"April 22, 2018",1.1,4.1 and up
5845,HPlus,HEALTH_AND_FITNESS,2.9,1786,5.9,"100,000+",Free,0.0,Everyone,Health & Fitness,"June 12, 2018",3.5.2,4.4 and up
5846,Ready4 GMAT (Prep4 GMAT),EDUCATION,4.6,18372,47.0,"100,000+",Free,0.0,Everyone,Education,"May 21, 2018",7.2.3634,4.4 and up
5848,Trazado de tuberia El Tubero,TOOLS,4.5,313,4.4,"10,000+",Paid,1.97,Everyone,Tools,"March 29, 2015",4.1,1.5 and up
5849,[Substratum] K-Manager for K-Klock,PERSONALIZATION,4.5,14,11.0,"1,000+",Free,0.0,Everyone,Personalization,"July 31, 2018",31,7.0 and up
5850,eCooltra: scooter sharing. Share electric scooters,TRAVEL_AND_LOCAL,4.2,2822,27.0,"100,000+",Free,0.0,Everyone,Travel & Local,"July 27, 2018",1.21.2,4.1 and up
5851,BEBONCOOL GAMEPAD V1.0,GAME,3.9,404,2.2,"100,000+",Free,0.0,Everyone,Arcade,"August 30, 2017",1.2,4.0 and up
5852,FE CREDIT - TET VUI,FINANCE,4.1,125,15.0,"50,000+",Free,0.0,Everyone,Finance,"March 6, 2018",1.2.1,4.1 and up
5853,Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52.0,"50,000,000+",Free,0.0,Everyone 10+,Action,"June 11, 2018",2.0.1.3,4.1 and up
5855,Dude Perfect,SPORTS,4.5,97,1.9,"10,000+",Free,0.0,Everyone,Sports,"June 28, 2017",1.0,4.1 and up
5859,Sound Recorder: Recorder & Voice Changer Free,TOOLS,3.9,14552,17.0,"10,000,000+",Free,0.0,Everyone,Tools,"July 31, 2018",v7.0.9.1.0526.1_06_0704,5.0 and up
5860,Super Jabber Jump,GAME,4.3,85882,23.0,"10,000,000+",Free,0.0,Everyone,Arcade,"November 7, 2017",6.6.3106,2.3 and up
5861,dB Sound Meter,TOOLS,4.1,29,2.3,"5,000+",Free,0.0,Everyone,Tools,"April 25, 2016",1.2,4.0.3 and up
5862,Dual N-Back - Brain game,FAMILY,4.3,817,28.0,"100,000+",Free,0.0,Everyone,Educational,"May 25, 2018",2.4.2,4.1 and up
5864,FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,16.0,"500,000+",Free,0.0,Everyone,Lifestyle,"May 31, 2018",3.7,7.0 and up
5866,Bike Racing 3D,GAME,4.2,951435,14.0,"50,000,000+",Free,0.0,Everyone,Racing,"January 17, 2018",2.2,2.1 and up
5867,Jewels Crush- Match 3 Puzzle,FAMILY,4.4,14774,19.0,"1,000,000+",Free,0.0,Everyone,Casual;Brain Games,"July 23, 2018",1.9.3901,4.0.3 and up
5868,DV-LOTTERY 2019 REGISTRATION,FAMILY,4.5,97,2.6,"10,000+",Free,0.0,Everyone,Entertainment,"January 20, 2018",3.0,4.0 and up
5869,Zen Leaf,MEDICAL,5.0,1,6.1,100+,Free,0.0,Mature 17+,Medical,"March 8, 2018",2.3.5,4.1 and up
5870,NEW Theme for Phone X,PERSONALIZATION,4.7,8642,3.7,"500,000+",Free,0.0,Everyone,Personalization,"May 22, 2018",1.1.6,4.0 and up
5872,AG Screen Recorder,TOOLS,3.7,7,2.7,"1,000+",Free,0.0,Everyone,Tools,"April 3, 2018",3.0,5.0 and up
5873,JW Caleb y Sofia,FAMILY,4.6,5227,1.9,"500,000+",Free,0.0,Everyone,Education,"November 20, 2015",1.0,4.0.3 and up
5874,Centimeter Ruler,TOOLS,3.3,16,1.3,"10,000+",Free,0.0,Everyone,Tools,"November 5, 2016",2.0,4.0 and up
5875,CD Library,PRODUCTIVITY,3.9,44,3.3,"10,000+",Free,0.0,Everyone,Productivity,"February 18, 2017",5.7.2,2.1 and up
5877,Banana Kong,GAME,4.4,3452530,68.0,"100,000,000+",Free,0.0,Everyone,Action,"February 7, 2018",1.9.6.6,4.0.3 and up
5878,Jax Sheriff (FL),LIFESTYLE,4.2,53,16.0,"5,000+",Free,0.0,Everyone,Lifestyle,"June 25, 2018",2.0.1,4.1 and up
5879,Destroy Gunners Σ,GAME,4.4,10786,21.0,"1,000,000+",Free,0.0,Everyone,Arcade,"January 14, 2017",1.02,4.0.3 and up
5880,To-Do List Widget,PRODUCTIVITY,3.9,7801,0.1962890625,"1,000,000+",Free,0.0,Everyone,Productivity,"September 28, 2013",2.0,1.5 and up
5881,BT Communicator,SOCIAL,3.8,32,1.6,"10,000+",Free,0.0,Teen,Social,"December 16, 2016",1.0,1.6 and up
5884,OffRoad US Army Train Driving Simulator,FAMILY,4.3,1216,59.0,"500,000+",Free,0.0,Everyone 10+,Simulation,"June 11, 2018",1.3,4.1 and up
5885,Free coupons and vouchers,FINANCE,5.0,4,5.9,100+,Free,0.0,Everyone,Finance,"July 28, 2018",1.5,4.4 and up
5887,Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19.0,"5,000,000+",Free,0.0,Everyone,Communication,"June 21, 2018",3.2.0,4.0 and up
5888,Asylum Night Shift - Five Nights Survival,GAME,4.0,59223,46.0,"5,000,000+",Free,0.0,Teen,Action,"June 26, 2018",1.6.5,4.1 and up
5889,Waterfall Live Wallpaper,PERSONALIZATION,4.1,112977,13.0,"10,000,000+",Free,0.0,Everyone,Personalization,"May 22, 2018",3.6,4.1 and up
5890,WebComics,COMICS,4.8,33783,6.4,"1,000,000+",Free,0.0,Teen,Comics,"July 28, 2018",1.3.34,4.1 and up
5891,Checkers,GAME,4.5,375996,3.3,"10,000,000+",Free,0.0,Everyone,Board,"August 6, 2018",1.48.0,4.1 and up
5894,Frontline Terrorist Battle Shoot: Free FPS Shooter,GAME,4.2,9183,49.0,"1,000,000+",Free,0.0,Mature 17+,Action,"June 22, 2018",1.1,4.4 and up
5895,BL 1-Click Camera - Free,PHOTOGRAPHY,3.5,52,1.8,"10,000+",Free,0.0,Everyone,Photography,"August 18, 2016",2.0.160818,2.3 and up
5896,Wallpapers Volvo FH 16 Trucks,PERSONALIZATION,4.2,13,15.0,"1,000+",Free,0.0,Teen,Personalization,"June 18, 2016",1.0,2.3.3 and up
5897,BL 女性向け恋愛ゲーム◆ごくメン,FAMILY,4.2,1901,8.2,"100,000+",Free,0.0,Mature 17+,Simulation,"July 7, 2016",1.3.0,2.3.3 and up
5899,Weather & Radar Pro - Ad-Free,WEATHER,4.5,25243,26.0,"100,000+",Paid,2.99,Everyone,Weather,"August 1, 2018",4.34.0,4.4 and up
5901,Dr. Panda Hospital,FAMILY,4.4,1091,45.0,"50,000+",Paid,2.99,Everyone,Education;Pretend Play,"December 5, 2013",1.6,2.0.1 and up
5902,CircleCI Viewer,PRODUCTIVITY,4.6,16,3.2,"1,000+",Free,0.0,Everyone,Productivity,"August 23, 2017",1.3.2,4.4 and up
5905,Cover Fire: offline shooting games for free,GAME,4.7,725897,31.0,"10,000,000+",Free,0.0,Teen,Action,"August 3, 2018",1.8.20,4.1 and up
5908,"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21.0,"1,000,000+",Free,0.0,Mature 17+,Comics,"July 6, 2018",2.3.1,4.0.3 and up
5909,Alabama DMV Permit Test - AL,FAMILY,4.3,218,29.0,"10,000+",Free,0.0,Everyone,Education,"February 15, 2018",6.0.3,4.4 and up
5910,H TV,ENTERTAINMENT,4.3,103078,5.6,"5,000,000+",Free,0.0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up
5911,Cookpad,FOOD_AND_DRINK,4.5,131569,8.2,"10,000,000+",Free,0.0,Everyone,Food & Drink,"August 3, 2018",2.76.2.0-android,4.2 and up
5913,Read Unlimitedly! Kids'n Books,FAMILY,3.8,7462,31.0,"1,000,000+",Free,0.0,Everyone,Education;Music & Video,"February 16, 2018",3.42,2.3 and up
5914,CK Eorzea Timepiece,PERSONALIZATION,3.2,8,5.3,100+,Free,0.0,Everyone,Personalization,"June 5, 2015",1.1,4.3 and up
5915,Swamp Attack,GAME,4.4,2119218,70.0,"50,000,000+",Free,0.0,Everyone 10+,Action,"June 29, 2018",3.0.1,4.1 and up
5917,Fast Download Manager,TOOLS,4.0,18478,1.7,"1,000,000+",Free,0.0,Everyone,Tools,"August 4, 2018",1.0.5,2.3 and up
5918,AG Track,TOOLS,4.1,12,8.7,100+,Free,0.0,Everyone,Tools,"March 23, 2018",3.3,4.0 and up
5920,Advanced calculator fx 991 es plus & 991 ms plus,FAMILY,4.7,7252,9.2,"500,000+",Free,0.0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up
5921,ChatBot AI Talking Girl,FAMILY,3.8,3597,25.0,"100,000+",Free,0.0,Everyone 10+,Entertainment,"July 31, 2018",1.0.16,4.0.3 and up
5922,Super Jim Jump - pixel 3d,GAME,4.5,10393,18.0,"1,000,000+",Free,0.0,Everyone,Arcade,"July 11, 2018",2.2.3181,4.0 and up
5924,AP Calculus BC Practice Test,FAMILY,4.2,4,29.0,500+,Free,0.0,Everyone,Education,"January 25, 2018",6.0.2,4.4 and up
5926,Offroad Car Q,FAMILY,4.1,24668,40.0,"1,000,000+",Free,0.0,Everyone,Simulation,"August 4, 2016",1.0.2,2.3.3 and up
5927,Sports Lite,SPORTS,4.4,16,4.9,"1,000+",Free,0.0,Everyone,Sports,"July 31, 2018",1.0,4.0.3 and up
5929,Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,4.4,319,1.1,"10,000+",Paid,2.99,Everyone,Tools,"July 3, 2018",2.0.1,4.4 and up
5930,Signal Spy - Monitor Signal Strength & Data Usage,TOOLS,4.4,875,8.5,"100,000+",Free,0.0,Everyone,Tools,"December 31, 2017",1.9.9.5,5.1 and up
5931,Power Rangers Dino Charge,GAME,4.3,194969,30.0,"10,000,000+",Free,0.0,Everyone 10+,Action,"January 29, 2018",1.4.0,4.1 and up
5934,Pocket,NEWS_AND_MAGAZINES,4.5,256680,12.0,"10,000,000+",Free,0.0,Everyone,News & Magazines,"July 24, 2018",6.7.15.7,4.0.3 and up
5935,Bee Mobile EG,FINANCE,4.2,883,6.5,"100,000+",Free,0.0,Everyone,Finance,"May 5, 2018",3.1.9,4.0 and up
5937,Khan Academy,EDUCATION,4.6,85375,21.0,"5,000,000+",Free,0.0,Everyone,Education,"July 27, 2018",5.0.0,4.1 and up
5938,Teen Titans GO Figure!,FAMILY,4.5,1985,28.0,"10,000+",Paid,3.99,Everyone 10+,Action;Action & Adventure,"July 18, 2018",1.0.2,5.1 and up
5941,Virtual DJ Mixer,TOOLS,4.2,2013,16.0,"100,000+",Free,0.0,Everyone,Tools,"May 18, 2017",1.0,4.1 and up
5943,HD Mickey Minnie Wallpapers,ART_AND_DESIGN,4.7,118,23.0,"50,000+",Free,0.0,Everyone,Art & Design,"July 7, 2018",1.1.3,4.1 and up
5945,Color Touch Effects,PHOTOGRAPHY,3.8,167652,12.0,"10,000,000+",Free,0.0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up
5946,Discovery K!ds Play! Español,FAMILY,4.2,11263,35.0,"1,000,000+",Free,0.0,Everyone,Entertainment;Music & Video,"May 3, 2018",2.1.0.2173,4.0.3 and up
5947,DK Live - Sports Play by Play,SPORTS,3.9,255,19.0,"100,000+",Free,0.0,Everyone,Sports,"May 22, 2018",2.1.4,4.4 and up
5950,Where Am I At?,TRAVEL_AND_LOCAL,3.8,39,12.0,"10,000+",Free,0.0,Everyone,Travel & Local,"October 8, 2016",1.2,4.1 and up
5955,Be you GO Launcher Theme,PERSONALIZATION,4.3,1580,3.6,"100,000+",Free,0.0,Everyone,Personalization,"November 12, 2014",v1.0,2.3 and up
5956,Deck Advisor for CR,TOOLS,4.1,37975,23.0,"5,000,000+",Free,0.0,Everyone,Tools,"February 2, 2017",1.4.0,4.1 and up
5958,iLocker X - iOS11 Lockscreen with HD Wallpapers,PERSONALIZATION,4.3,1714,31.0,"100,000+",Free,0.0,Everyone,Personalization,"June 19, 2018",1.4.7,4.1 and up
5959,F05WatchFace for Android Wear,PRODUCTIVITY,3.9,127,5.9,"1,000+",Paid,0.99,Everyone,Productivity,"December 24, 2017",7.0.1,4.3 and up
5960,Q Avatar (Avatar Maker),COMICS,4.4,2012,3.6,"100,000+",Free,0.0,Everyone,Comics,"March 4, 2017",1.3.5,2.3 and up
5963,DV 2019 Entry Guide,BOOKS_AND_REFERENCE,4.5,92,5.1,"10,000+",Free,0.0,Everyone,Books & Reference,"October 18, 2017",2.0.0,4.1 and up
5966,Postings (Craigslist Search App),SHOPPING,4.3,151095,12.0,"5,000,000+",Free,0.0,Mature 17+,Shopping,"July 1, 2018",4.0.13,4.1 and up
5967,Smart Wi-Fi Hotspot PRO,COMMUNICATION,3.7,197,0.9345703125,"10,000+",Paid,2.99,Everyone,Communication,"February 10, 2016",1.0,2.2 and up
5968,EF Universe: Endless Battle,FAMILY,4.2,5,54.0,50+,Free,0.0,Teen,Role Playing,"July 31, 2018",4541.25.51,4.1 and up
5969,SCI-FI UI,FAMILY,4.7,15,3.9,100+,Paid,1.99,Everyone,Entertainment,"April 16, 2018",0.0.53,1.6 and up
5970,Lie Detector Prank,FAMILY,3.9,80313,3.7,"10,000,000+",Free,0.0,Everyone,Casual,"November 22, 2017",1.7,2.3 and up
5971,Reuters News,NEWS_AND_MAGAZINES,4.3,13169,25.0,"1,000,000+",Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.4.4,4.1 and up
5973,Sweet Selfie Beauty Camera,BEAUTY,4.3,601,35.0,"100,000+",Free,0.0,Everyone,Beauty,"June 2, 2018",2.0.0,4.0 and up
5974,ACE Elite,FINANCE,4.1,2898,45.0,"100,000+",Free,0.0,Everyone,Finance,"May 9, 2018",4.10.0,4.4 and up
5975,Eg Call,COMMUNICATION,4.2,91,6.0,"10,000+",Free,0.0,Everyone,Communication,"February 26, 2017",3.8.6,2.2 and up
5976,Burrito Bash – We Bare Bears,FAMILY,4.3,10776,21.0,"1,000,000+",Free,0.0,Everyone,Arcade;Action & Adventure,"October 26, 2017",3.4,4.1 and up
5977,BX Diff - Crypto Coins Checker,FINANCE,4.6,83,4.0,"5,000+",Free,0.0,Everyone,Finance,"July 16, 2018",1.0.21,4.4 and up
5978,Florida Travel Guide,TRAVEL_AND_LOCAL,3.8,11,86.0,"1,000+",Free,0.0,Everyone,Travel & Local,"July 11, 2018",6.8.2,4.1 and up
5979,"Shopkick: Free Gift Cards, Shop Rewards & Deals",SHOPPING,4.3,213735,43.0,"10,000,000+",Free,0.0,Everyone,Shopping,"July 24, 2018",5.3.73,4.4 and up
5981,Dr. Parker : Real car parking simulation,GAME,4.6,15829,95.0,"1,000,000+",Free,0.0,Everyone,Racing,"July 24, 2018",1.29,4.0 and up
5982,Ay,VIDEO_PLAYERS,3.8,11,3.6,"5,000+",Free,0.0,Teen,Video Players & Editors,"May 4, 2018",1.0.261,2.3 and up
5983,Don't Starve: Shipwrecked,GAME,4.1,1468,4.9,"10,000+",Paid,4.99,Teen,Adventure,"July 10, 2018",0.16,5.0 and up
5984,Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029,4.3,"1,000,000+",Free,0.0,Everyone,Health & Fitness,"August 4, 2018",2.6,4.2 and up
5985,EY Events,BUSINESS,2.5,31,54.0,"10,000+",Free,0.0,Everyone,Business,"April 4, 2018",2.6,4.1 and up
5987,Dots & Co: A Puzzle Adventure,FAMILY,4.5,81001,85.0,"1,000,000+",Free,0.0,Everyone,Puzzle,"April 27, 2018",2.15.2,4.1 and up
5988,Smashy Road: Arena,GAME,4.3,45558,53.0,"5,000,000+",Free,0.0,Everyone 10+,Action,"May 24, 2018",1.1.9,4.1 and up
5989,UP EB Bill Payment & Details,SOCIAL,5.0,3,2.4,50+,Free,0.0,Teen,Social,"July 11, 2018",2.0,4.0 and up
5990,Bomb and Nade Timer for CS:GO,PRODUCTIVITY,2.6,85,6.0,"5,000+",Free,0.0,Everyone,Productivity,"April 21, 2016",1.1.2,4.0 and up
5991,Oracle BI Mobile,BUSINESS,4.0,282,7.7,"10,000+",Free,0.0,Everyone,Business,"August 1, 2018",20.0.0.0,6.0 and up
5992,"DU GIF Maker: GIF Maker, Video to GIF & GIF Editor",PHOTOGRAPHY,4.6,7605,4.3,"500,000+",Free,0.0,Everyone,Photography,"April 10, 2018",1.2.2.2,4.3 and up
5997,Penny Puss,TOOLS,3.0,19,22.0,"1,000+",Paid,4.99,Everyone,Tools,"July 9, 2016",1.911.1944.4606,4.0 and up
6000,DM Buddy » Learn Digital Marketing,FAMILY,5.0,3,1.7,500+,Free,0.0,Everyone,Education,"July 11, 2017",2.1,4.1 and up
6002,Farming Simulator 14,FAMILY,4.5,530904,51.0,"10,000,000+",Free,0.0,Everyone,Simulation;Action & Adventure,"July 17, 2017",1.4.4,2.3.3 and up
6004,Do Not Crash,FAMILY,3.7,56664,8.3,"1,000,000+",Free,0.0,Everyone,Casual,"February 5, 2015",1.4,2.3 and up
6006,G-Switch 3,GAME,4.6,3656,39.0,"100,000+",Free,0.0,Everyone,Action,"March 15, 2018",1.1.3,3.0 and up
6008,Fr Lupupa Sermons,BUSINESS,4.8,19,21.0,100+,Free,0.0,Everyone,Business,"June 12, 2018",1.0,4.4 and up
6009,Noot-Noot-er!,FAMILY,4.5,74,2.8,"5,000+",Free,0.0,Everyone,Entertainment,"November 22, 2017",2.0,4.0.3 and up
6013,LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,18.0,"1,000,000+",Free,0.0,Everyone,House & Home,"July 25, 2018",8.2.1,4.2 and up
6014,CA Lottery Official App,FAMILY,4.2,7000,26.0,"1,000,000+",Free,0.0,Teen,Entertainment,"August 2, 2018",3.0.2,4.4 and up
6016,GoBank,FINANCE,4.4,5950,12.0,"500,000+",Free,0.0,Everyone,Finance,"June 1, 2018",2.131,4.1 and up
6017,Lock Screen,TOOLS,4.0,41137,4.6,"1,000,000+",Free,0.0,Everyone,Tools,"November 15, 2017",1.7.3,3.2 and up
6022,Five Nights at Freddy's 2,FAMILY,4.6,73919,40.0,"500,000+",Paid,2.99,Teen,Strategy,"November 15, 2014",1.07,2.3 and up
6023,Q-See QC View,TOOLS,3.1,657,21.0,"100,000+",Free,0.0,Everyone,Tools,"January 19, 2018",3.49.0202,4.0.3 and up
6025,Hemnet,HOUSE_AND_HOME,3.6,4087,9.2,"500,000+",Free,0.0,Everyone,House & Home,"July 16, 2018",4.3.0,4.1 and up
6026,DB HOME,LIFESTYLE,5.0,5,3.2,100+,Free,0.0,Everyone,Lifestyle,"August 31, 2017",1.0.1,4.0 and up
6027,Exército Brasileiro,PRODUCTIVITY,4.7,1730,16.0,"100,000+",Free,0.0,Everyone,Productivity,"February 1, 2018",1.5,4.1 and up
6028,AE Coin Mania : Arcade Fun,GAME,4.3,30002,29.0,"1,000,000+",Free,0.0,Teen,Casino,"February 8, 2018",2.3.5,4.0.3 and up
6029,DG Surveyor,BUSINESS,3.6,5,6.8,50+,Paid,8.99,Everyone,Business,"April 30, 2018",6.00,4.0.3 and up
6030,BlackJack -21 Casino Card Game,GAME,4.7,2066,25.0,"100,000+",Free,0.0,Teen,Casino,"March 14, 2018",1.3,4.0.3 and up
6032,Clash Royale,GAME,4.6,23136735,97.0,"100,000,000+",Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up
6033,U.S.A DV Lottery Process,FAMILY,4.5,8,1.7,"1,000+",Free,0.0,Everyone,Education,"March 12, 2017",1.0,4.1 and up
6034,B R Telco FCU Mobile Banking,FINANCE,4.7,413,13.0,"10,000+",Free,0.0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up
6037,DK Quiz,GAME,4.4,1628,34.0,"50,000+",Free,0.0,Everyone,Trivia,"April 10, 2014",1.3,2.3 and up
6039,AndStream - Streaming Download,VIDEO_PLAYERS,4.3,38607,2.9,"1,000,000+",Free,0.0,Everyone,Video Players & Editors,"March 19, 2017",3.1.8,2.3 and up
6040,Pocket Mortys,FAMILY,4.5,174215,93.0,"10,000,000+",Free,0.0,Everyone,Simulation,"August 3, 2018",2.5.2,4.1 and up
6042,SimCity BuildIt,FAMILY,4.5,4218587,100.0,"50,000,000+",Free,0.0,Everyone 10+,Simulation,"June 19, 2018",1.23.3.75024,4.0 and up
6043,DX Simulation Belt for Build henshin,FAMILY,4.5,182,39.0,"10,000+",Free,0.0,Everyone,Simulation,"July 11, 2018",2.0,4.1 and up
6044,Grenade Practice for CS:GO,FAMILY,4.4,431,17.0,"10,000+",Free,0.0,Everyone,Entertainment,"June 13, 2016",1.1.1,4.0 and up
6046,F-Secure SAFE,TOOLS,4.3,9433,9.3,"500,000+",Free,0.0,Everyone,Tools,"July 30, 2018",17.4.0014017,5.0 and up
6047,NewTek NDI,PHOTOGRAPHY,3.5,77,1.2,"1,000+",Paid,19.99,Everyone,Photography,"October 26, 2016",1.1,4.1 and up
6049,Antenna Tool Premium,TOOLS,4.5,14,2.9,500+,Paid,0.99,Everyone,Tools,"October 26, 2017",2.2,4.0.3 and up
6051,Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17.0,"100,000+",Free,0.0,Everyone,Communication,"July 16, 2018",2.1,4.1 and up
6054,Download Manager - File & Video,TOOLS,3.9,8780,5.0,"1,000,000+",Free,0.0,Everyone,Tools,"June 13, 2018",2.7.5,4.2 and up
6055,350 Diy Room Decor Ideas,ART_AND_DESIGN,4.5,27,17.0,"10,000+",Free,0.0,Everyone,Art & Design,"November 7, 2017",1.0,2.3 and up
6059,Word Hunt,GAME,4.9,59,21.0,500+,Free,0.0,Everyone,Word,"June 22, 2018",1.0,4.4 and up
6060,Summer Camp Island AR,FAMILY,3.6,740,71.0,"50,000+",Free,0.0,Everyone,Simulation,"July 5, 2018",1.0.2,4.4 and up
6061,Jodel - The Hyperlocal App,SOCIAL,4.5,76480,20.0,"1,000,000+",Free,0.0,Mature 17+,Social,"August 6, 2018",4.95.4,5.0 and up
6063,Battery Notifier Pro BT,TOOLS,4.7,1363,1.6,"10,000+",Paid,2.59,Everyone,Tools,"June 7, 2017",2.5.18,1.6 and up
6064,DX Alerts,LIFESTYLE,4.5,22,23.0,"1,000+",Free,0.0,Everyone,Lifestyle,"July 19, 2016",2.0,4.0.3 and up
6065,iGun Pro -The Original Gun App,GAME,4.2,249308,55.0,"10,000,000+",Free,0.0,Everyone,Arcade,"September 7, 2017",5.26,2.3 and up
6066,The Home Depot,SHOPPING,4.3,44071,56.0,"5,000,000+",Free,0.0,Everyone,Shopping,"July 19, 2018",5.10,4.4 and up
6067,Bo's School Day,FAMILY,4.7,10,30.0,"1,000+",Paid,2.99,Everyone,Education;Pretend Play,"December 18, 2017",1.3,4.0.3 and up
6068,Funny Ringtones,PERSONALIZATION,4.4,7146,14.0,"1,000,000+",Free,0.0,Everyone 10+,Personalization,"February 2, 2018",1.1,4.0 and up
6070,MyAV Remote for Denon & Marantz AV Receivers,LIFESTYLE,3.8,250,7.3,"50,000+",Free,0.0,Everyone,Lifestyle,"July 31, 2018",Cow V3.15,4.3 and up
6071,Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,100.0,"10,000+",Free,0.0,Everyone,Racing,"May 20, 2018",1.03,4.1 and up
6072,ES Themes -- Classic Theme,PERSONALIZATION,4.4,77609,1.9,"1,000,000+",Free,0.0,Everyone,Personalization,"April 24, 2015",1.14,1.6 and up
6074,Theme Android P Black for LG G7 & V35,PERSONALIZATION,4.6,5,4.3,100+,Paid,1.49,Everyone,Personalization,"July 31, 2018",1.3,7.0 and up
6075,Etihad Airways,TRAVEL_AND_LOCAL,4.1,3674,61.0,"500,000+",Free,0.0,Everyone,Travel & Local,"July 9, 2018",1.8.1 (41),5.0 and up
6076,Panera Bread,FOOD_AND_DRINK,4.2,10225,36.0,"1,000,000+",Free,0.0,Everyone,Food & Drink,"August 6, 2018",4.4.2,5.0 and up
6077,"Resume Maker:Free CV Maker,Templates Builder",BUSINESS,4.2,715,7.1,"100,000+",Free,0.0,Everyone,Business,"August 1, 2018",1.8,4.0.3 and up
6078,EY India CFO Insights,BUSINESS,4.7,37,10.0,"5,000+",Free,0.0,Everyone,Business,"June 29, 2018",1.5,4.1 and up
6079,Today Calendar 2017,PRODUCTIVITY,4.2,16349,9.0,"1,000,000+",Free,0.0,Everyone,Productivity,"April 25, 2016",4.0.7.3,4.1 and up
6080,Star Wars™: Force Arena,FAMILY,4.4,228130,70.0,"5,000,000+",Free,0.0,Everyone 10+,Strategy,"July 19, 2018",3.1.4,4.1 and up
6081,A-Z Punjabi Songs & Music Videos 2018,FAMILY,4.3,367,5.1,"100,000+",Free,0.0,Everyone,Entertainment,"May 17, 2018",1.0.19,4.1 and up
6082,Battlelands Royale,GAME,4.4,105620,61.0,"1,000,000+",Free,0.0,Everyone 10+,Action,"July 16, 2018",0.5.8,4.1 and up
6083,Draw a Stickman: EPIC 2 Free,GAME,4.3,213340,24.0,"10,000,000+",Free,0.0,Everyone,Adventure,"June 14, 2018",1.2.1.49,4.0 and up
6087,H Band,HEALTH_AND_FITNESS,4.0,214,8.9,"10,000+",Free,0.0,Everyone,Health & Fitness,"June 13, 2018",3.0.2,4.4 and up
6088,EC - AP & Telangana,BOOKS_AND_REFERENCE,3.5,10,3.0,"5,000+",Free,0.0,Everyone,Books & Reference,"November 10, 2017",1.0,4.0.3 and up
6089,BMX Boy,GAME,4.2,839206,12.0,"50,000,000+",Free,0.0,Everyone,Racing,"September 20, 2017",1.16.33,4.1 and up
6091,"Yatra - Flights, Hotels, Bus, Trains & Cabs",TRAVEL_AND_LOCAL,4.5,251037,26.0,"10,000,000+",Free,0.0,Everyone,Travel & Local,"August 5, 2018",13.0.16,4.1 and up
6092,Note FE Theme And Launcher For Samsung Galaxy,PERSONALIZATION,4.4,7,9.8,"1,000+",Free,0.0,Everyone,Personalization,"August 28, 2017",1.0,4.0 and up
6093,Helper for CS:GO,TOOLS,4.4,208,6.0,"10,000+",Free,0.0,Everyone,Tools,"June 16, 2016",1.2.1,4.1 and up
